make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,first_registered_month,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Opel Corsa,Sedans,12690,VAT deductible,6600.0,1,,,Grey,,3,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,1,3.0,66.0,Used,,Cloth,Black,1141.0,5.2,6.6,4.3,123.0
Opel Corsa,Sedans,12450,,32355.0,,2021-01,,Black,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1398.0,1,1.0,66.0,Used,,Part leather,Black,1163.0,5.2,6.6,4.4,123.0
Opel Corsa,,12435,VAT deductible,21050.0,1,2019-04,Yes,White,,5,5,Automatic,4,,Benzine,,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1364.0,1,4.0,44.0,Used,,Cloth,Black,,,,,
Opel Corsa,Sedans,12400,VAT deductible,7600.0,,,Yes,White,,3,,Automatic,4,front,Benzine,,"Air conditioning,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating",On-board computer,,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,2,11.0,66.0,Used,,Cloth,,,,,,
Opel Corsa,Compact,12400,VAT deductible,18875.0,1,,Yes,Black,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,2,10.0,66.0,Used,,Cloth,Black,,4.7,5.8,4.0,110.0
Opel Corsa,Compact,12400,VAT deductible,28554.0,1,,Yes,Grey,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,1,1.0,66.0,Used,,Cloth,,,4.7,5.8,4.0,110.0
Opel Corsa,Sedans,12400,,17775.0,1,2020-08,,Grey,metallic,3,5,Automatic,4,,LPG/CNG,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Tinted windows","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control,Winter tyres","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1398.0,2,8.0,66.0,Used,,,,1199.0,5.9,7.4,5.1,135.0
Opel Corsa,Compact,12395,VAT deductible,12075.0,,,,Grey,metallic,5,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Power windows","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,1,2.0,66.0,Used,,Cloth,Black,1163.0,6.0,8.0,4.9,139.0
Opel Corsa,Sedans,12650,VAT deductible,62150.0,1,,Yes,Silver,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically heated windshield,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats,Touch screen","ABS,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,2,5.0,66.0,Used,,Cloth,Black,,5.2,6.6,4.4,123.0
Opel Corsa,Compact,12400,VAT deductible,22693.0,1,,Yes,White,,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,1,3.0,66.0,Used,,Cloth,Black,,4.7,5.8,4.0,110.0
Opel Corsa,Compact,12388,,38522.0,,,,Blue,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Multi-function steering wheel,Power windows,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Side airbag,Tire pressure monitoring system",5,1398.0,3,11.0,66.0,Used,,Cloth,Black,1063.0,4.8,5.8,4.1,110.0
Opel Corsa,Compact,12395,VAT deductible,11526.0,,,,Grey,metallic,5,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Power windows","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,1,2.0,66.0,Used,,Cloth,Black,1163.0,6.0,8.0,4.9,139.0
Opel Corsa,Compact,12385,VAT deductible,1600.0,1,,Yes,Grey,metallic,2,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1398.0,1,5.0,66.0,Used,,Cloth,Black,1141.0,4.8,5.9,4.1,112.0
Opel Corsa,Sedans,12380,VAT deductible,2400.0,1,,,Yellow,,3,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,1,4.0,66.0,Used,,Cloth,Black,1141.0,5.2,6.6,4.3,123.0
Opel Corsa,Compact,12380,VAT deductible,41300.0,,2020-07,,Black,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Multi-function steering wheel,Power windows,Start-stop system","CD player,On-board computer,Radio",,"ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Side airbag,Tire pressure monitoring system",5,1398.0,3,7.0,66.0,Used,,,,1063.0,4.8,5.8,4.1,112.0
Opel Corsa,Sedans,12375,VAT deductible,3900.0,1,,,White,,3,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,1,5.0,66.0,Used,,Cloth,Black,1141.0,5.2,6.6,4.3,123.0
Opel Corsa,Sedans,12625,VAT deductible,22213.0,1,2021-06,Yes,Silver,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",5,1398.0,1,4.0,66.0,Used,,Part leather,Black,1163.0,4.7,5.8,4.0,
Opel Corsa,Compact,12620,VAT deductible,25294.0,1,,Yes,Black,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1398.0,1,1.0,66.0,Used,12,Cloth,Black,1163.0,4.8,5.9,4.1,112.0
Opel Corsa,Sedans,12600,Price negotiable,20300.0,,,,Black,,3,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Power windows,Rain sensor,Seat heating,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",,"ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,3,8.0,66.0,Used,,Cloth,Grey,1199.0,6.0,8.0,4.9,139.0
Opel Corsa,Compact,12625,VAT deductible,18600.0,1,,,Black,metallic,5,5,Automatic,4,front,Benzine,,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Cab or rented Car,Catalytic Converter,Touch screen,Voice Control","ABS,Adaptive headlights,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1400.0,1,1.0,66.0,Used,,Part leather,Black,,,,,
Opel Corsa,Compact,12376,VAT deductible,1.0,,,,,,5,5,Automatic,4,front,Benzine,Euro 6,"Hill Holder,Power windows","On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Side airbag,Tire pressure monitoring system",6,1398.0,,,66.0,New,,,,,6.6,8.2,5.7,150.0
Opel Corsa,Compact,12590,VAT deductible,20936.0,1,2021-03,Yes,Silver,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1398.0,1,3.0,66.0,Used,,Cloth,Black,1199.0,6.6,8.2,5.6,149.0
Opel Corsa,Compact,12590,VAT deductible,26469.0,1,,,Black,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,1,1.0,66.0,Used,,Cloth,Black,,5.2,6.6,4.4,123.0
Opel Corsa,Compact,12570,VAT deductible,16400.0,1,2021-01,,White,,5,5,Automatic,4,front,Benzine,,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,1,1.0,66.0,Used,,Cloth,Grey,,,,,
Opel Corsa,Compact,12555,VAT deductible,17186.0,1,,,White,,4,5,Automatic,,,Benzine,,"Air conditioning,Cruise control,Electrically heated windshield,Heated steering wheel,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,1,5.0,66.0,Used,,Cloth,Black,,4.7,5.8,4.0,110.0
Opel Corsa,Compact,12550,VAT deductible,10486.0,1,2021-04,Yes,Grey,metallic,5,5,Automatic,,,Benzine,,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1398.0,2,9.0,66.0,Used,60,Cloth,,,4.7,5.8,4.0,110.0
Opel Corsa,Compact,12533,,,,,,,,5,5,Automatic,4,front,Benzine,,,,,,6,1398.0,,,66.0,New,,,,1163.0,5.0,6.0,4.0,
Opel Corsa,Compact,12533,,,,,,,,5,5,Automatic,4,front,Benzine,,,,,,6,1398.0,,,66.0,New,,,,1163.0,5.0,6.0,4.0,
Opel Corsa,Sedans,12500,VAT deductible,14471.0,1,,,Grey,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Split rear seats,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio,USB","Alloy wheels,Touch screen","ABS,Central door lock with remote control,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",6,1398.0,1,6.0,66.0,Used,,Cloth,Black,1163.0,6.1,7.5,5.3,142.0
Opel Corsa,Sedans,12500,,52000.0,,,,Grey,,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Power windows,Rain sensor","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Adaptive headlights,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6,1398.0,3,7.0,66.0,Used,,,,1199.0,6.6,8.2,5.6,149.0
Opel Corsa,Compact,12500,,38000.0,1,2020-05,,Grey,,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Multi-function steering wheel,Panorama roof,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Sunroof","Bluetooth,Hands-free equipment,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Fog lights,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag",,1398.0,3,5.0,66.0,Used,,,,1099.0,6.0,8.0,4.9,139.0
Opel Corsa,Sedans,12360,VAT deductible,4900.0,1,2021-05,,Black,metallic,3,5,Automatic,4,front,Benzine,,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,1,5.0,66.0,Used,,Cloth,Black,,,,,
Opel Corsa,Compact,12500,VAT deductible,18273.0,1,2020-09,,Green,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,2,9.0,66.0,Used,,Cloth,Black,,4.7,5.8,4.0,110.0
Opel Corsa,Compact,12495,VAT deductible,7876.0,,,,White,,5,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Power windows","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,1,2.0,66.0,Used,,Cloth,Black,1163.0,6.0,8.0,4.9,139.0
Opel Corsa,Compact,12495,VAT deductible,8927.0,,,,Grey,metallic,5,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Power windows","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,1,2.0,66.0,Used,,Cloth,Black,1163.0,6.0,8.0,4.9,139.0
Opel Corsa,Sedans,12500,,5000.0,1,,,White,,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Power windows,Rain sensor,Split rear seats","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,1,6.0,66.0,Used,,,,1199.0,6.0,7.8,4.9,149.0
Opel Corsa,Sedans,12499,VAT deductible,19000.0,1,,,Black,metallic,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Power windows","Bluetooth,CD player,On-board computer",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",5,1400.0,1,4.0,66.0,Used,12,Cloth,Grey,1120.0,5.4,,,112.0
Opel Corsa,Compact,11850,VAT deductible,39300.0,1,,Yes,White,,3,5,Automatic,,,Benzine,,"Air conditioning,Automatic climate control,Auxiliary heating,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1398.0,3,5.0,66.0,Used,60,Cloth,Black,,4.7,5.8,4.0,110.0
Opel Corsa,Compact,11870,VAT deductible,54251.0,1,,Yes,Black,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Seat heating","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,2,3.0,66.0,Used,,,,1237.0,5.1,6.7,4.2,139.0
Opel Corsa,Sedans,11800,VAT deductible,10923.0,,,,White,uni/basic,3,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Light sensor,Navigation system,Power windows,Rain sensor",On-board computer,Alloy wheels,"Central door lock,Driver-side airbag,Fog lights,Isofix,Passenger-side airbag",6,1398.0,1,6.0,66.0,Used,24,Cloth,Black,1163.0,6.0,,,112.0
Opel Corsa,Compact,11777,VAT deductible,5600.0,1,2020-07,,Silver,metallic,2,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows","Bluetooth,Hands-free equipment,On-board computer,Radio,USB",Touch screen,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,2,7.0,66.0,Used,,Cloth,Black,,5.2,6.8,4.3,120.0
Opel Corsa,Compact,11750,VAT deductible,19980.0,1,,Yes,White,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,Sound system,USB","Alloy wheels,Sport package,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,1,4.0,66.0,Employee's car,,Cloth,Black,,4.7,5.8,4.0,110.0
Opel Corsa,Compact,11748,VAT deductible,19152.0,1,,,Grey,metallic,5,5,Automatic,4,,Benzine,,"Air conditioning,Electrical side mirrors,Multi-function steering wheel,Navigation system,Start-stop system",On-board computer,Alloy wheels,"ABS,Central door lock,Electronic stability control,Power steering",5,1398.0,1,4.0,66.0,Used,12,Velour,Black,1163.0,,,,
